timestamp,open,high,low,close,volume,close_denoised,high_denoised,low_denoised,open_denoised,MACD,Signal_Line,SMA_5,SMA_10,SMA_15,SMA_20,SMA_25,SMA_30,SMA_36,RSI_5,RSI_14,RSI_20,RSI_25,ADX_5,ADX_10,ADX_15,ADX_20,ADX_25,ADX_30,ADX_35,WR_5,WR_14,WR_20,WR_25,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower
2015-02-13,3.075,3.075,3.056,3.056,0,3.0715935976590063,3.0778705045639176,3.0628295143786577,3.0699021725709312,0.021272358365344246,0.0208534729910594,3.071283986476816,3.0648399471101397,3.0566553636624922,3.045229784394121,3.0350328747019653,3.026754029365108,3.0191792109136575,92.06833598646917,97.45710953955036,97.09690782175743,97.69640540607911,86.96635226116376,89.22146343748179,77.78914066175626,71.67434692941097,52.44490404093907,48.54884055164784,41.34886468312687,-45.15281596143225,-10.956868595530983,-8.718849894131958,-7.217083043618264,3.0934986273214964,3.045229784394121,2.996960941466746
2015-02-16,3.056,3.078,3.056,3.078,0,3.072774603716084,3.0784111692321754,3.0638068915818875,3.0714378000676557,0.020726623085889795,0.020828103006685764,3.072040374026431,3.0665894733299934,3.060038615692976,3.0484136693477915,3.0384758365952207,3.0297423752143726,3.0216533722148124,87.39194500924323,96.98457716961798,96.96689892884335,97.72012164204553,69.63506613786983,89.58390472153424,79.93346347042748,71.18102447029204,55.12659455987683,49.86104697519109,42.78863072880442,-37.761871068376166,-11.235279967118414,-7.291684439968484,-6.150287833632402,3.0950191248512082,3.0484136693477915,3.0018082138443747
2015-02-17,3.078,3.0808,3.077,3.0808,0,3.076210537214945,3.080903623726844,3.068374453465931,3.07440896780814,0.02033582665605671,0.020729647726191403,3.0729668004996116,3.068751631304962,3.063026613976159,3.051708097003288,3.0419757877254705,3.03278515156355,3.0242434323776295,89.20651498372973,96.25035232601314,97.06269413209738,97.755578205592,50.69725569721106,89.87582870236234,81.47442835187742,71.08185789434441,57.985195686824454,51.104478928633846,44.23251757806616,-25.96579682843373,-9.978117700203653,-5.531242169812036,-4.926673266768924,3.096245366079818,3.051708097003288,3.007170827926758
2015-02-18,3.0808,3.0845,3.0808,3.082,0,3.0801270661882225,3.083443404160746,3.0742177612781867,3.07799450520143,0.020109162886466247,0.020605550747791218,3.074587402281485,3.071137149480683,3.0654717484894287,3.055157988901705,3.045465998760445,3.0359178878944695,3.0269576273967775,93.20117778786381,95.80950421535196,97.18761420185848,97.74959662859018,36.54764692685477,89.4842087209283,82.34694801708474,71.75290252103999,60.826450799066855,52.26529843564734,45.89474349589241,-16.087880587220415,-7.351625979007909,-3.795016177097666,-3.6256141449526265,3.097072457538772,3.055157988901705,3.0132435202646377
2015-02-19,3.082,3.0855,3.082,3.085,0,3.0853102148594527,3.086774441571441,3.082592134281119,3.0826989980283037,0.020114483624941837,0.020507337316601766,3.077203203927542,3.0735672390595346,3.067752932291159,3.0589034455070507,3.04895592706333,3.0392230778876383,3.0299106694707287,95.55804010203778,96.1500875448333,98.28789918188893,97.74942252124693,31.031060206584563,87.01821489329113,82.81509474145138,74.14218048470902,63.53663591144466,53.415861792995806,47.57880253606762,-6.11497667209241,-3.4044549962935524,-1.6263292042323634,-1.61404744164782,3.0972105560573,3.0589034455070507,3.0205963349568017
2015-02-20,3.085,3.088,3.084,3.084,0,3.0884611982721717,3.089190608580943,3.0872304296498823,3.085750340190703,0.02013995354042475,0.020433860557404503,3.080576724050175,3.0759303552634956,3.070085539423485,3.062635703759413,3.052299172325332,3.0426235162600004,3.0329701294262796,100.0,96.29443928900841,98.28205272019427,97.65531010337524,41.568657551724414,84.32893306959348,83.19993841951461,76.57626466343088,65.9238320127402,54.632195481138865,49.26127267637975,-2.873536246871586,-1.786637800139988,-0.8591649797979728,-0.7831848221546284,3.0967639630264694,3.062635703759413,3.028507444492357
2015-02-23,3.084,3.091,3.084,3.091,0,3.0892107156700717,3.0904276878686394,3.0875713576896393,3.086929386854345,0.019989923883870553,0.020345073218867794,3.0838639464409727,3.0779521602337017,3.072347631033653,3.0659949483799753,3.055503724766428,3.046040521569513,3.0359643115798387,100.0,98.22378083439874,98.09854478952487,97.55878666758232,58.89994367501835,81.08899511276631,83.44888028042506,78.49159422938197,68.10140172954559,55.99823944854818,50.963509974805135,-5.518338835677974,-3.2451647224066966,-1.5709295536043486,-1.2895623594976922,3.0963052185109543,3.0659949483799753,3.0356846782489963
2015-02-24,3.091,3.093,3.091,3.092,0,3.0898292095835296,3.0919523080028837,3.0877219353157113,3.0880281515135826,0.019693702649531186,0.020214799100504877,3.0865876809146897,3.079777240707151,3.074696981174871,3.068916880710792,3.0586840137855686,3.049411103257007,3.0389283388394324,100.0,98.16950209905218,97.82633438552647,97.54107782352534,77.83775411567711,77.55909031635784,83.77707928095823,80.0152881317206,70.36751847669157,57.454635889029106,52.65605142516654,-11.971540363067115,-6.242652531541365,-3.1759342653775353,-2.2139693249907513,3.096307770493297,3.068916880710792,3.041525990928287
2015-02-25,3.092,3.0975,3.085,3.085,0,3.089449826977303,3.09331998986866,3.0860831175625214,3.088351085821407,0.019206919938903777,0.020013223262619756,3.088452233072506,3.0815198176769956,3.076908844011291,3.0712168696351982,3.0618168377358654,3.052630371145789,3.0418317438460347,96.23685336754892,96.6628103011992,96.54479029251705,97.07239685594564,86.29475208442187,72.88241486058831,83.64104606099211,80.46467497143794,72.5440289693588,58.92870397095774,54.20633036441128,-36.075829505493964,-12.18353488579175,-6.50992934599499,-3.9790598904848977,3.097297644416028,3.0712168696351982,3.0451360948543686
2015-02-26,3.085,3.0915,3.085,3.0915,0,3.089883866170803,3.094410784167405,3.08630768266241,3.0891953941892742,0.018641141249037485,0.019738806853842654,3.089366963334776,3.083285083631159,3.0788338138179485,3.0731564400520632,3.064996149072596,3.0556910997752373,3.0447133796768724,92.88535311274207,96.24557518552591,95.95467665129935,97.94037828102671,87.23983374274906,69.81386359106082,83.30157985122949,80.61986393423737,74.98863813588895,60.41346056783427,55.67716251717898,-54.35998114942923,-14.334186139073683,-8.072589323863692,-4.6349608979529195,3.0986998334869553,3.0731564400520632,3.047613046617171
