date,Close,lag_1,SMA5,DI,close_denoised
2000-05-30,0.1386290839205637,0.1387572069186418,0.9314,-0.001681776189445,0.0965954402175479
2000-05-31,0.1465727098014091,0.1463164638052529,0.93732,0.0033691871902808,0.0965954402175479
2000-06-01,0.1386290839205637,0.1379884689301729,0.93108,-0.0004202958411538,0.0965954402175479
2000-06-02,0.154644458680333,0.154644458680333,0.94376,0.0059095651463229,0.0965954402175479
2000-06-04,0.1550288276745675,0.1551569506726455,0.9445,-0.0135178121029254,0.0965954402175479
2000-06-05,0.1575912876361307,0.1577194106342088,0.94628,0.0004226045013081,0.0965954402175479
2000-06-06,0.1668161434977577,0.1677130044843049,0.95412,-0.0080543218945714,0.0965954402175479
2000-06-07,0.1746316463805253,0.1742472773862908,0.95932,-0.0016985103767484,0.0965954402175479
2000-06-08,0.1692504804612427,0.1693786034593207,0.95574,0.0012719323245309,0.0965954402175479
2000-06-09,0.1684817424727738,0.1684817424727738,0.95354,0.0152435619617892,0.0965954402175479
2000-06-11,0.1629724535554131,0.162844330557335,0.9504,0.0016929406592362,0.0965954402175479
2000-06-12,0.1666880204996796,0.1665598975016013,0.95336,0.0038124724658163,0.0965954402175479
2000-06-13,0.1771941063420883,0.1770659833440102,0.9613000000000002,0.0016995926124952,0.0965954402175479
2000-06-14,0.1725816784112745,0.1724535554131965,0.9578,0.0016973100031276,0.0965954402175479
2000-06-15,0.1673286354900702,0.1670723894939141,0.95384,-0.0021189975715073,0.0965954402175479
2000-06-16,0.1814221652786674,0.1814221652786674,0.96496,-0.0021278003856835,0.0965954402175479
2000-06-18,0.1814221652786674,0.1815502882767454,0.96492,0.0012762998856785,0.0965954402175479
2000-06-19,0.1729660474055092,0.1730941704035873,0.95826,0.0004244180476115,0.0965954402175479
2000-06-20,0.1643818065342728,0.1645099295323508,0.9516,0.00254027707485,0.0965954402175479
2000-06-21,0.1581037796284432,0.1582319026265213,0.94684,0.0059171146639167,0.0965954402175479
2000-06-22,0.1450352338244713,0.1449071108263933,0.93646,-0.0004211669133797,0.0965954402175479
2000-06-23,0.1452914798206277,0.1451633568225494,0.93648,0.0012633569138108,0.0965954402175479
2000-06-25,0.1446508648302369,0.1443946188340807,0.93608,-0.0012634295744812,0.0965954402175479
2000-06-26,0.1478539397821907,0.1479820627802688,0.9387799999999998,-0.0008429403103705,0.0965954402175479
2000-06-27,0.1566944266495835,0.1566944266495835,0.9458,-0.001267635560163,0.0965954402175479
2000-06-28,0.1541319666880203,0.1542600896860986,0.9435,0.0054876198600976,0.0965954402175479
2000-06-29,0.1656630365150544,0.1655349135169761,0.95256,0.0016942880067377,0.0965954402175479
2000-06-30,0.1672005124919922,0.1674567584881485,0.95384,-0.0033902349391824,0.0965954402175479
2000-07-02,0.1680973734785393,0.167969250480461,0.95432,0.000847675137306,0.0965954402175479
2000-07-03,0.1600256245996156,0.1601537475976937,0.94842,0.0016916026067008,0.0965954402175479
2000-07-04,0.165406790518898,0.16527866752082,0.95236,0.0008471288667246,0.0965954402175479
2000-07-05,0.166303651505445,0.1661755285073669,0.95298,0.0008472728556933,0.0965954402175479
2000-07-06,0.1629724535554131,0.162844330557335,0.95048,-0.0050797248882606,0.0965954402175479
2000-07-07,0.1592568866111465,0.1593850096092246,0.94774,-0.0004228062813238,0.0965954402175479
2000-07-09,0.1623318385650223,0.162203715566944,0.94988,0.0025386616127186,0.0965954402175479
2000-07-10,0.1680973734785393,0.1680973734785393,0.95456,-0.0025434953385883,0.0965954402175479
2000-07-11,0.162844330557335,0.1625880845611786,0.95054,-0.00380922732325,0.0965954402175479
2000-07-12,0.1516976297245353,0.1518257527226136,0.9417,0.0008438423852163,0.0965954402175479
2000-07-13,0.1436258808456116,0.1434977578475336,0.93524,0.0,0.0965954402175479
2000-07-14,0.1479820627802688,0.1477258167841126,0.93854,0.0021068596402174,0.0965954402175479
2000-07-16,0.1473414477898782,0.1474695707879563,0.93826,0.0004214456777376,0.0965954402175479
2000-07-17,0.1443946188340807,0.1445227418321588,0.93612,0.002105219217947,0.0965954402175479
2000-07-18,0.1310698270339525,0.1311979500320306,0.9256,0.0,0.0965954402175479
2000-07-19,0.1297885970531709,0.129916720051249,0.92464,-0.0008388571733378,0.0965954402175479
2000-07-20,0.1399103139013451,0.1399103139013451,0.93248,0.0004205965035419,0.0965954402175479
2000-07-21,0.1450352338244713,0.1451633568225494,0.93666,-0.0033698785799395,0.0965954402175479
2000-07-23,0.1450352338244713,0.1449071108263933,0.9365,-0.0012636045117657,0.0965954402175479
2000-07-24,0.1405509288917359,0.1405509288917359,0.9330200000000002,0.0004205915286017,0.0965954402175479
2000-07-25,0.1510570147341448,0.1511851377322228,0.94106,0.0067468590036539,0.0965954402175479
2000-07-26,0.1540038436899422,0.1538757206918641,0.9435,-0.0008443886581758,0.0965954402175479
2000-07-27,0.1391415759128762,0.1392696989109545,0.93192,-0.0046255706307157,0.0965954402175479
2000-07-28,0.1288917360666239,0.1286354900704676,0.9237,0.0004192663170348,0.0965954402175479
2000-07-30,0.1291479820627801,0.1291479820627801,0.92406,-9.003214840319629e-16,0.0965954402175479
2000-07-31,0.1333760409993591,0.1335041639974374,0.9274,-0.0004197978776756,0.0965954402175479
2000-08-01,0.1197950032030747,0.1197950032030747,0.9168,0.0,0.0965954402175479
2000-08-02,0.1200512491992311,0.1195387572069184,0.91662,0.004599194058672,0.0965954402175479
2000-08-03,0.1046764894298526,0.1049327354260087,0.90512,0.0029153886394752,0.0965954402175479
2000-08-04,0.1090326713645097,0.1085201793721972,0.9081,0.0062535043427159,0.0965954402175479
2000-08-06,0.1095451633568225,0.1095451633568225,0.90876,-0.0012512033948948,0.0965954402175479
2000-08-07,0.1089045483664317,0.1087764253683534,0.9082,-0.0012509761280175,0.0965954402175479
2000-08-08,0.0995515695067263,0.0994234465086483,0.90084,5.0133508455729725e-16,0.0965954402175479
2000-08-09,0.100832799487508,0.100960922485586,0.90196,0.0012479350512245,0.0965954402175479
2000-08-10,0.1094170403587442,0.1094170403587442,0.90874,0.0,0.0965954402175479
2000-08-11,0.1024983984625238,0.1026265214606021,0.9032,-0.0024973467756968,0.0965954402175479
2000-08-13,0.1019859064702113,0.1019859064702113,0.9029,-0.0004161776423846,0.0965954402175479
2000-08-14,0.1068545803971812,0.1068545803971812,0.90666,0.0,0.0965954402175479
2000-08-15,0.1188981422165278,0.1190262652146059,0.91622,0.001254127557274,0.0965954402175479
2000-08-16,0.1177450352338242,0.1176169122357462,0.9151,0.0004179881368754,0.0965954402175479
2000-08-17,0.1192825112107622,0.1194106342088403,0.91656,-0.0004181183836498,0.0965954402175479
2000-08-18,0.1068545803971812,0.1064702114029467,0.90654,0.0004166799598527,0.0965954402175479
2000-08-20,0.1080076873798845,0.1080076873798845,0.90756,0.0041685429560693,0.0935823202608848
2000-08-21,0.1014734144778986,0.1013452914798205,0.9024,0.0008321740139088,0.0931978101002645
2000-08-22,0.0900704676489427,0.090198590647021,0.8936400000000001,-0.0012445214282532,0.091928656218564
2000-08-23,0.1001921844971169,0.1001921844971169,0.90156,0.0004159855425275,0.0909176592534165
2000-08-24,0.0973734785393976,0.0975016015374758,0.8993399999999999,0.0016624802508243,0.089275924854744
2000-08-25,0.1013452914798205,0.1010890454836641,0.9022400000000002,-0.0029126404760945,0.0865976099948212
2000-08-27,0.1037796284433054,0.1039077514413835,0.90432,0.0024979484604798,0.0841898012320501
2000-08-28,0.0971172325432414,0.0972453555413195,0.89914,0.0020780714427753,0.0817585980591105
2000-08-29,0.0898142216527866,0.0899423446508647,0.89354,0.0004147920841263,0.080970451206411
2000-08-30,0.0912235746316463,0.091095451633568,0.89444,0.0045639320901789,0.0821775464754438
2000-08-31,0.0846893017296603,0.0846893017296603,0.88946,-0.0012427923286272,0.0843735768335645
2000-09-01,0.0975016015374758,0.097757847533632,0.8995,-0.0037410843979284,0.0881101371078546
2000-09-03,0.1005765534913516,0.1003203074951952,0.90174,0.0012479801469312,0.086676563135546
2000-09-04,0.0957078795643817,0.0957078795643817,0.89792,0.001661648124747,0.079430403535201
2000-09-05,0.0835361947469568,0.0834080717488787,0.8886,0.0037261808385498,0.0700616489206321
2000-09-06,0.0594490711082638,0.0594490711082638,0.8698,0.0020567363787254,0.0567251564523842
2000-09-07,0.0625240230621395,0.0623959000640614,0.8721399999999999,-0.0004117472834655,0.0482171150115868
2000-09-08,0.0580397181294041,0.0581678411274821,0.8688,-0.0049356490253978,0.0453969418990108
2000-09-10,0.0577834721332477,0.0576553491351696,0.8682000000000001,-0.0037009952234059,0.0424476021670728
2000-09-11,0.0445868033311978,0.0447149263292758,0.85806,0.0016389601942006,0.041645019007387
2000-09-12,0.0509929532351054,0.0509929532351054,0.8631399999999999,-0.0008209737557625,0.0391002414050797
2000-09-13,0.0458680333119794,0.0459961563100574,0.85914,-0.0016394837125045,0.0341174933087733
2000-09-14,0.0530429212043561,0.0530429212043561,0.86462,-0.0045180997348769,0.0304532089173784
2000-09-15,0.0386931454196026,0.0385650224215246,0.8533,-0.0069550383282312,0.0271101458679258
2000-09-17,0.0402306213965406,0.0401024983984623,0.85456,0.0032731491936871,0.0257182101171574
2000-09-18,0.0385650224215246,0.0384368994234463,0.8532,-0.0024544702773692,0.0268989685478572
2000-09-19,0.0343369634849453,0.0345932094811016,0.8503999999999999,0.001225826453019,0.029151005399027
2000-09-20,0.0315182575272259,0.0313901345291478,0.84784,0.0053063744998612,0.0330859769276532
2000-09-21,0.0465086483023702,0.0466367713004483,0.8596400000000001,0.0004099589798616,0.0380477026749702
2000-09-22,0.0705957719410632,0.0693145419602816,0.87766,-0.0037135829093836,0.0439245802658803
2000-09-24,0.0745675848814859,0.0746957078795642,0.88148,-0.0008260982854333,0.0516260264244092
2000-09-25,0.067008327994875,0.0668802049967967,0.8754399999999999,0.0008243239482859,0.0610259213872148
2000-09-26,0.0759769378603458,0.0758488148622675,0.88254,-0.0016529460540383,0.0666398550796612
2000-09-27,0.0776425368353619,0.0775144138372836,0.88386,0.0004133899795014,0.0680815505489047
2000-09-28,0.0741832158872515,0.0743113388853298,0.8812599999999999,0.0,0.0678774653742472
2000-09-29,0.0758488148622675,0.0764894298526583,0.883,-0.0012396245273389,0.0645218753016899
2000-10-01,0.0762331838565022,0.0763613068545803,0.8826600000000001,-0.002066156143705,0.061965082878476
2000-10-02,0.0695707879564382,0.0696989109545163,0.8777000000000001,0.0004124749766951,0.060446431825828
